Delta Power,Theta Power,Alpha Power,Beta Power,Gamma Power,Spectral Entropy,Mean Coherence,BOLD Mean,BOLD Variance,ALFF Mean,ALFF Variance,Task
-0.3763424428529695,-0.3381700531447175,-0.0873195796728334,0.7098382640242568,0.5341677940372789,0.39237607271832,-0.7708461868023744,-0.8951464955776092,-1.23843519975463,-0.2972129067425669,-0.3703764482769083,1
-0.3552823315710663,-0.7257988645237807,-0.7390022737313205,-0.2765310890388106,-0.42225653583396444,0.4382354785983301,1.056719787382775,-0.8699045657511748,-1.2744672681526084,0.3506874129845136,-0.04147523228354632,1
-0.45531747069154793,-0.6461872021247311,-0.5073627881602193,0.11031600264041204,-0.0598511017892109,0.2380058557682703,-0.49416430537622125,-0.893214490545964,-1.2450443264038011,-0.40673203759286947,-0.4101694245808655,1
-0.2938956487635815,-0.7363632186656779,-0.8768414909024438,-0.5799197745878092,-0.6689285915983288,0.6094144026818655,-0.45602329289935445,-0.905998603858234,-1.299318977747451,0.4843717548794106,0.028629181254196397,1
-0.1466476925719166,0.26919063033709345,0.438795648945622,1.3521814684506803,1.1204636054397736,1.9228391536012899,-0.7901692676597971,-0.9037978320322152,-1.2388764599103095,-0.20830339177722534,-0.3479925705263767,1
-0.33176793104736557,-0.3159365552249254,-0.0725378809903092,-0.25824575666857985,0.07733447172278303,-1.5845715435327077,-1.4392595806092716,1.6676323411255696,2.0815412311795622,-0.340957414502095,-0.2773979106580623,1
-0.16530367480115826,0.03969195619090976,0.27253418481136454,0.03201571670047263,0.45995654797917596,-1.5889466113180832,-1.5705119207726492,1.5935983052250973,1.98149115042121,0.6804716672373192,0.2617910548000718,1
-0.10047997180180222,0.28287310436271706,0.4549618923918855,0.19001053615321814,0.6663043872479474,-1.6075721794794637,-1.428374018248154,1.5729748423716476,1.9665631469900713,0.35593778762598843,0.0976090606708178,1
-0.31103992314112133,-0.41597537019637415,-0.20623770888823015,-0.3721503976164729,-0.06606659576838435,-1.5102528383097407,-1.536102830421423,1.7187756945402808,2.1407618391473573,-0.6380375206674836,-0.45016586041904927,1
-0.3773952872699116,-0.6721239276300626,-0.5030553364574277,-0.615404812001622,-0.39659990108012977,-1.505547162684725,-1.539282220220065,1.6699099453544939,2.1366792713627545,-0.611329275120154,-0.4065680733941185,1
-0.2539513465217438,-0.14934608718371115,0.07629673595894627,-0.12381890774882512,0.24691981964988194,-1.5921733121554853,-1.4756202640910152,1.656094420752243,2.0600846410278093,-0.5475287127639062,-0.4798416342345158,1
-0.32006427862976655,-0.8804587089495859,-0.7309263196877616,-0.7765538035330787,-0.6616636184747059,-1.4789012767627305,-0.87944429516318,1.6492881700138975,2.130789460717828,-0.3384044894206496,-0.21689934774171357,0
-0.4130184639835224,-0.6286804015239609,-0.40399058739480503,-0.5347166855329069,-0.2706654699001447,-1.5661714647851033,-1.5349654418316885,1.6806324478138965,2.121056741225241,-0.6334667117188613,-0.44539296099842135,1
-0.400291013859146,-0.8352576557673911,-0.6169175773274082,-0.7056864811917716,-0.5004244893254298,-1.5256933719317924,-1.581826603262229,1.6458301260559978,2.1077626346380396,-0.13053350305194236,-0.08036640375997682,0
-0.47107947194459454,-1.221884844374573,-1.0480398321163935,-0.9211354269210271,-0.9484878796742872,-1.454158325879041,-1.3216872149148005,0.7500743279002913,1.0206615508522352,-0.4082612102512847,-0.3341033749326839,1
-0.4445102097736161,-1.1936009398049987,-1.0499482344713096,-0.9110301517112355,-0.9555246716466025,-1.4451503099994643,-1.5630563815011356,0.7476809328111811,1.0367235616670765,-0.6735882082484226,-0.49380741900295894,1
-0.2990709752001399,-0.7709975201491786,-0.6785075660407752,-0.7700491027514388,-0.6735107915948775,-1.3467335925426636,-1.4572124778344389,0.7567303594631009,0.9826785786416273,-0.16632978044620791,-0.26052663863594233,1
-0.46345485802696545,-1.2312166662145667,-1.051270624530763,-0.8552367652768921,-0.9291716118330474,-1.4340904377337285,-1.5071726319942431,0.7445949342329414,1.0380497682853072,-0.4725300497560812,-0.3495927546625086,1
-0.35997330447775333,-0.9800011956296619,-0.8805437686528433,-0.8792222502051865,-0.84791513188848,-1.387620865291379,-1.0985264915824633,0.7501028127101451,1.000123368481503,-0.215568177148676,-0.19855376079154285,1
-0.33097385299631027,-0.9838236342752062,-0.8687161006629934,-0.8666001720025406,-0.836409760293888,-1.3985115809683277,-1.2022603185311709,0.7560560024849684,0.9709898218277921,-0.317182725671559,-0.18234716959391595,1
-0.38782460488287923,-1.0957426014843177,-1.0150145939784474,-0.8277466297665881,-0.9273504800243156,-1.3639940090669471,-1.608126708084592,0.7200547928506239,1.015970633732886,-0.7755079974277559,-0.5433590322806663,0
-0.47569125003139734,-1.284257117088486,-1.0459552247086137,-0.8131265772701095,-0.8829294677251047,-1.456827428638648,-1.1880332954169903,0.7041041640799384,1.075756161012467,-0.5290855477227268,-0.42988670584576527,0
-0.40039623151929987,-1.2769617728744058,-1.0364134095094661,-0.9170994598866978,-0.9032715344077387,-1.20163892760314,-1.2624937098748275,-0.7810875607455812,-0.15533658399413758,0.027700201105582467,-0.17128478549382645,0
-0.3590302168021575,-0.7784828666563922,-0.589065952774498,-0.7706263220398119,-0.673229325713606,-1.1748350434041448,-0.5133927633983082,-0.7713834016878132,-0.1443304362651601,0.37584494614168373,0.5316955348709306,1
-0.3897744888525728,-0.9595903086070467,-0.8271128636086541,-0.912453279321559,-0.8987822906469434,-1.1819392770892097,1.305416416185652,-0.7509064541322776,-0.1275993679181772,-0.5795566526386876,-0.44295480146731764,1
-0.6003363048580787,-1.3245037417686465,-1.023329621937021,-0.773541355326076,-0.7624230566631044,-1.3357074631609456,-1.4042787920631918,-0.7906418409291217,-0.1725891958657186,-0.954684800072052,-0.669390439857522,0
-0.42888081862720806,-1.1942507773750035,-0.9748348313026248,-0.9538703798797828,-0.9263612873717866,-1.2768639738047294,-0.3927734051066204,-0.7541598917684257,-0.1303260979711396,-0.392345340870523,-0.25474282643567386,1
-0.013945374759341237,-0.41876627950926154,-0.28335857478794374,-0.5668906670342578,-0.4661520156232399,-0.9826388437708725,0.20954735035518124,-0.7942231986324307,-0.15163905843751987,2.002174891283182,2.1787687263970597,1
-0.35437740312808047,-1.1856733975383453,-1.0044958896289196,-0.7021633671583996,-0.5403079766872059,0.23129066106742865,-0.6029816449394775,-0.34096666815104726,-0.5977423295019486,-0.22673453479481362,-0.3443245542369896,1
-0.1510369278430187,-0.7432981315415249,-0.5637274346195696,0.1005098904368631,0.16704851598165807,0.15903073378181168,0.45985179335447335,-0.3743690310279111,-0.5904348332049434,-0.11238144129456891,-0.2531743920225862,1
-0.3794306732487344,-1.0080084871306239,-0.9887653718535135,-0.7912828375092007,-0.6101715601510798,0.2726981649713149,-0.778178842939433,-0.40932529364913356,-0.6657376618027254,-0.07384790355936365,-0.27331633947715855,1
-0.3893234705047135,-1.1218751418717234,-0.8860088225744568,-0.384973942809694,-0.26338278367110834,0.12237098849477984,-0.08220054132812843,-0.3496076155564964,-0.5924474113878797,-0.11584846127874704,-0.32263080352849244,1
0.3073062404918126,0.1669530467417343,0.18786573908071702,1.105119687111728,1.081098031500502,0.15038927088604695,0.40352102722412875,-0.3205551471798328,-0.544081830474653,0.6319968274245307,0.12375182115147809,0
-0.44231018027754426,-1.0795766786334373,-0.9319119873444787,-0.8079585515019055,-0.6015582237058923,0.45823546480603056,-0.7486438342094287,-0.38710256793256637,-0.653797229817535,-0.39316074858906636,-0.48300709192128943,1
0.9714369086217517,2.5027272655471817,2.4186947413843085,3.4241883050603503,3.103796514267097,0.5562954088486483,-0.1637595247405945,-0.306693617020833,-0.4121333433179263,0.4959316826365698,0.09570713388637574,0
-0.5969940482973195,-0.546761212432306,-0.03824331828767952,0.3277480840433561,0.1524169446454743,-0.7336093243418326,1.991198068194506,1.1503890640650516,0.793703919681825,0.15952182317975383,-0.02590884946911486,1
-0.6721680011948868,-0.9569591368503332,-0.6460487719525873,-0.1833850896924488,-0.3046436676453371,-0.7875384101707121,2.187567587775123,1.1553165119061126,0.8374049621656949,-0.431126711892237,-0.4658712267981088,1
-0.6493724080513732,-0.8854896342943359,-0.416678746192732,-0.5769075673497052,-0.6364424052812845,-0.5814161691836066,1.5502128103591828,1.1535344525368014,0.8138520181338676,-0.07525731848733345,-0.23340914636825572,1
-0.3380795368577257,0.07874085837141927,0.3638497187750893,0.9800104984373456,0.7046218824094388,-0.6984741451400535,0.8603388908293645,1.0864394201879202,0.8120344031872772,-0.824623919316126,-0.563432442059957,0
-0.6496344092312588,-1.0541961346518884,-0.8017016892637574,-0.8335542474743896,-0.8328910439741894,-0.5471289529798807,1.368543433192204,1.1049946375851092,0.7868491294389502,-0.07367431985830944,-0.22813733748349735,1
-0.7020921206360944,-1.1969203773239043,-0.9896647415947208,-0.889394375650292,-0.8518330864904816,-0.46940198209308187,0.8906033932716533,1.1050187379147172,0.7821548442271821,-0.6009760263515139,-0.5096143792558899,1
-0.275821355135449,0.7090193102133828,1.2728086242337922,2.3662388548658826,2.069834574409973,-0.8513911469499618,0.5251490969844361,1.0636463278489106,0.7968554936258675,-0.8522383947159075,-0.5716862260970152,0
-0.5987286352732764,-0.9830181631737798,-0.7599405255290234,-0.8869068802174698,-0.7985138906298854,-0.6932783615263045,0.9470088435596123,1.0764710747278061,0.7510560525977098,-0.1703923135932986,-0.3129647753108225,1
-0.5260997743667903,-0.17102640463808677,0.3123061492501184,0.8413769130588262,0.6111703540861521,-0.7732937535951725,1.0774002153472249,1.1449572718721799,0.8197716758773523,-0.3973803812162908,-0.46331970264468086,1
-0.4328413661246646,-0.3804344475415062,-0.23192144148989535,-0.6313136365888936,-0.7183489567256939,-0.18869918394484858,0.1833424635371292,-0.33327684954985787,0.22326112977256857,-0.8833372900138662,-0.5440606549053776,1
6.337145649193489,1.6415813087642332,-0.5985652558872345,-0.9174822655215374,-0.8096218181288536,1.1809475527237479,2.0817131876317276,0.06799912173199457,0.2724700718762578,3.6619474444279865,4.664659265996478,0
-0.041724298501408436,1.3976892583844893,1.7435192565890354,1.0356735781993478,0.5469790912882984,0.19924838317600307,0.6024050840119235,-0.34505821702792866,0.13727992467087324,-0.8830043463239938,-0.5555309869526549,1
-0.2392931787955722,-1.0162516797565744,-0.8472604025211438,-0.4933998224489568,-0.4833447558607678,-0.14957716435170476,2.061308370612034,0.2464901208015482,0.2705089106717243,0.020168127646750376,-0.04008431912509854,0
9.907348381113211,3.24343069828576,-0.23372731310005615,-0.8693445492262957,-0.8052730697498939,1.0427846241854235,1.0028235759248911,-0.2254142714053819,0.23993721812257102,3.683126584767755,5.451629042824564,1
-0.3118382291363574,0.0030559411151713446,0.2166437468391891,-0.24064442565349894,-0.48557696321853905,0.06274734062282268,1.1746951773270558,-0.3393326055034842,0.1960763126734539,-0.8487805862209745,-0.5252184388975287,1
0.3276520527187616,2.237225316442476,2.5458290813388134,1.6753892753350756,1.3703164809328685,0.5013096327522876,0.8484057619536434,-0.2843498359510083,0.13648547013746462,-0.3042433990866107,-0.05445348681110451,1
-0.18694391085062653,0.7055227090467084,1.0019163249668623,0.43072096247919317,0.05838978741557423,0.12529683602525593,0.601055719491389,-0.3369507030574981,0.17185698559330054,-0.7820574610566502,-0.5038469452712825,1
-0.43310548936175486,-0.43727048494615417,-0.38419483612784866,-0.7194419650392704,-0.8810275393411289,-0.014631216224638241,0.3849989084430348,-0.1686033920834069,0.20185770516794882,-0.7287438877637866,-0.5545654060944212,0
0.027258471853735023,0.9183652427191895,0.9701697299333693,0.2962797786600646,-0.14908182036604256,0.11255082997041707,0.5052131443153072,-0.20824863687965622,0.12353800879594386,0.9833783687681438,0.6644482590423129,1
-0.49463756281097504,-0.7471304912310804,-0.7381806722511677,-0.8951303790976084,-0.9794688790339695,-0.07396780012952159,0.2990825336646108,-0.1958776735288475,0.15943206846073077,-1.016465121522808,-0.620923331545425,0
-0.18317465751937817,0.580536501669756,0.6512308280363674,0.07519670812573848,-0.3014155908339862,0.03723473286980866,0.6864551170597549,-0.17978925421337097,0.16534696923964337,-0.3108951978390535,-0.28782843902773225,1
-0.29679866318702103,0.07716905238343674,0.13883275047510224,-0.35848499949848023,-0.6155241442788606,0.018194056033488584,0.6372692094840523,-0.14278923669886834,0.22953140888862897,-0.8695134096677805,-0.5524563314593175,1
-0.1978828242204899,0.28149448155166323,0.37608184451536075,-0.16709751244504698,-0.45312001294677245,0.05801138415757802,1.157379491264363,-0.13836292420006743,0.21643062482761072,-0.8138691250765682,-0.5401147199789118,1
-0.2032926048641876,0.4584522664028975,0.5341096495407099,-0.04073390399740985,-0.3739006346587631,0.08241523080510524,2.221222123551744,-0.1652511427142195,0.16963944081713644,-0.4752541052001597,-0.39959769693348957,1
-0.2863437610579986,-0.1632921788468127,-0.19164760506717063,-0.5912818975606571,-0.7880688772044547,0.04199110360993965,0.4791870609178017,-0.1490217394282921,0.2251176018273527,-0.7927711091651948,-0.542525272152252,1
0.3667242902010871,2.223772536932543,2.340767469841887,1.8414469657625763,2.1048860487039347,0.8297974415773838,0.2581891941405885,0.29607980791224064,-0.14372827195065882,0.04586412130669139,-0.13727014869417878,1
0.8219019812072041,3.3015912189171597,3.380733142088966,2.8479389846256944,3.0626169724415133,0.959345796443719,0.3360620560417793,0.26514607152104364,-0.13347284416326907,0.8562175382463497,0.39604470145413395,1
0.11047716926929516,1.6208757601095052,1.7870268651312073,1.3169127669550686,1.5813184179124282,0.7692454064923809,0.304819885336536,0.316840587114917,-0.13837424528457354,-0.6210782193841855,-0.4634665065362964,1
-0.476433805334666,-0.3822230445894425,-0.3640975696427091,-0.5925321331377487,-0.47659841010529946,1.2393373960878558,0.28949214926248834,0.3021089383097138,-0.21379268894524822,-0.9759354704169054,-0.6138422670827092,0
0.6735361032733176,2.760564458156876,2.890251720551723,2.3626319770321422,2.6212397484828616,0.8823246985894008,0.16143727527449828,0.26542306215773315,-0.13707103634641848,0.05646453400457232,-0.09287516351062675,1
-0.3728654130008983,0.13617885387759776,0.21495334630364513,-0.10822988859657687,0.0714424948474409,0.6568920430477954,0.5360188268397826,0.34155400515378537,-0.18514476582397463,-1.028892746385635,-0.6811406252874305,0
-0.23628197183509278,0.447777893356217,0.5159905390906184,0.15462189308480145,0.3314546591994811,0.7001807846019578,0.33861310953787715,0.3441316066142389,-0.20545749078023134,-0.9933554559688553,-0.6479689806566983,1
-0.003772524483111024,1.2234035190470052,1.2568245503039528,0.8024329987518114,1.063637594904079,0.7905652462779731,0.6561971222209039,0.33012526775249423,-0.1764369663828581,-0.4722982366108388,-0.4513745366354766,1
-0.40098741546696,-0.3436238744659911,-0.14687348478531462,-0.3602899601913097,-0.19732686744033717,-1.0944839067286039,-1.00151624962889,0.25259393843151867,0.5438092477780984,-0.6754957259731779,-0.5055488774116771,0
-0.282826521073603,0.08650501856924389,0.23000692260158612,-0.08518923306849228,0.0805289883401667,-0.8667767827773856,-0.7998173433327486,0.17612682417467068,0.6651283241355854,-0.5656925268458467,-0.4471987972531214,1
-0.2852815715077197,-0.1388542469395319,0.017731056026940605,-0.24972378842950152,-0.06552635733546149,-0.9169135112797892,-1.1045232199867743,0.15494810980164173,0.6039882628782718,-0.7301992503013248,-0.5298082166833437,0
-0.1064951098176395,0.38058597898639573,0.5140493464466155,0.15488546841353892,0.3401609390844478,-0.7436084394836572,-0.7671838125304814,0.18112995184672087,0.6545549366881398,0.29664286488199776,0.27796674297092394,1
0.053703356238664346,0.6872977780611084,0.6296831644277895,0.24890443259217007,0.44442159328333547,-0.6607441165083401,-1.060826727860137,0.07433119885104215,0.6345106817059659,0.1135911799837454,-0.03931916471682486,1
0.9075652534464006,0.8244076313677008,0.07623470913010708,-0.3759607169501927,-0.3325864505234228,-0.21112970322014574,0.22010272672845968,-1.0054332759389601,-0.27406242839982176,3.219222548340354,3.3055735561127793,1
-0.504983322827907,-0.9519348673716128,-0.9675373654419903,-0.9477741485216462,-0.9181582001500269,-1.2851591894250625,-1.2339221483545133,-0.8444626099950182,-0.11148956233011631,0.24979062316624343,-0.08938948053403495,0
-0.23331695199478178,-0.6205052469258581,-0.6373538135100195,-0.8044024216270795,-0.7364886118748453,-0.18014701959601842,-0.668196476744155,-0.10823442721519697,0.2759456369291529,1.204757678554742,0.5184587146091904,1
4.79996767267307,1.978001661321181,0.2693522380328384,-0.5334063709413034,-0.4372433796573839,1.00711272956079,-0.30771246171193367,-0.9341158049701169,-0.246307839051545,3.9006965855656106,5.31528741386155,1
-0.5164071841326263,-0.8666733546187559,-0.9109674241029015,-0.9261541034762782,-0.8584930973867193,-1.2457675602069767,-1.2112787170978159,-0.8699958332904042,-0.14388645492616028,-0.8407625523919648,-0.5790628548675841,0
0.07042932437482768,-0.25443238242178984,-0.4239729340855869,-0.6834865371738457,-0.5877951989581606,-0.6175962324784361,-0.7604363007401933,-0.9160921130943407,-0.2673304067745517,1.064119966986994,0.9940261074780402,1
0.3749984410852557,0.5036927337084132,-0.44639354848871665,-0.7968788644803562,-0.6112107048482444,0.7688188252488923,0.9048261225651077,-1.5604298850289968,-1.696735779289223,1.165155541360156,0.47402930956441885,1
-0.09801692687364497,-0.13242301706047918,-0.8190656103241107,-0.9337994618633738,-0.6460289697175001,0.6339544765156117,0.46480846687027916,-1.5657214533636896,-1.6405529445983114,0.19792827050623263,-0.011793498756314653,0
-0.07335046971474982,-0.24017695903026307,-0.8249259917175057,-0.9285788650525653,-0.6638590754012516,0.47597175391032365,0.35456099617020376,-1.5543400079853134,-1.6993011158520621,0.3098410513884246,0.03020741923849664,1
1.1365468491264323,0.9126422873134283,-0.5151865568033546,-0.8870313149639633,-0.6467840763717586,1.0667119757701515,0.4609975416424036,-1.5627931523208085,-1.6887634096021549,1.0183417566138062,0.5073623582139006,1
0.4453633618511812,0.41861223326076313,-0.5558991395967939,-0.9319420943739584,-0.6281806353702464,0.8859589052946418,0.46417404326848766,-1.6205090270387792,-1.7046785196005585,0.5705085819646344,0.08571537182005991,0
0.40886360526870846,0.463495909132101,-0.4711981954073449,-0.8385555992119149,-0.6690119983499159,0.9175810823920241,0.6835556824831218,-1.6259563366533527,-1.731597560431017,1.0228640265176987,0.5356841487266791,1
0.9312428888051292,1.0012455913169755,-0.4632208482541966,-0.9255717267118528,-0.6321484595491322,1.075293691922624,0.6261528757518007,-1.6225323877063476,-1.7236241189811372,0.5702974106580821,0.07470392204566233,1
0.012362854032132118,0.1892739972911525,-0.753828461121729,-0.9175134012055797,-0.6617797724614265,0.4763505780047087,1.0442803870381985,-1.4968710791148114,-1.6752863207553512,-0.1859471873967738,-0.287633140970823,1
0.4469305066173994,0.47672593975631294,-0.507566664444453,-0.8562014870159081,-0.6584531787583081,0.8217824073111613,0.39100675805894375,-1.5799554461690013,-1.681041739222507,0.7187872998204539,0.1941262639113891,1
-0.5166933900892813,-0.934504915810152,-0.9866981212041073,-0.9555179565322062,-1.019377264626822,-0.25979727439541583,-0.9227117408287255,-0.7253068345528557,-0.2643135412199639,-0.7988118138425514,-0.5483435859348095,1
-0.4332574572400107,-0.9293934860378649,-1.0447232710727339,-0.8683034590592201,-0.9745505548071681,-0.2709692751566952,-1.0736180307606886,-0.7507579246958614,-0.27171931585053466,-0.6357780432754834,-0.4076878194482932,0
-0.4196349424044167,-1.0080889568213867,-1.0452202067284888,-0.9012938515315203,-1.0362962562110505,-0.2267661052186229,-1.0600534922186546,-0.8066859682798697,-0.36551672844562116,-0.8448803325736345,-0.5877487248819604,0
-0.4853159862555755,-0.9183569455249286,-0.9565239357668897,-0.9438532302900928,-0.9947679686473485,-0.23729001404377228,-0.49944585513330636,-0.716429095318566,-0.26487948681135265,-0.782879326845948,-0.546072823959885,1
-0.39082826593030334,-1.060436711287721,-1.0390949275886365,-0.9304423951701376,-1.0534901053260461,-0.23003816624566967,-1.010457981956062,-0.8653560640914808,-0.4466127166680458,-0.29552022069367473,-0.3227449292499734,1
-0.48760564284904867,-0.9206956223864734,-0.9237821212391062,-0.9324520848638083,-0.9752196542250927,-0.26621004965512346,0.05730301503398078,-0.7683903441679559,-0.32089766110621604,-0.4985120772921824,-0.2938355103179397,1
-0.5210218522852972,-0.9793024929780862,-1.0180123004434096,-0.9588394490106005,-1.0424445156887108,-0.3062869272218335,-0.8658021924768307,-0.7616201621881008,-0.32091853542222953,-0.3940062271445354,-0.34722882317679726,1
-0.494981826983355,-1.0433846695767854,-1.0343987600581264,-0.9482209507055038,-1.0473709744037678,-0.2679853443517094,-0.49531790006548054,-0.8561542269780187,-0.46606658866784423,-0.6325222177416513,-0.5639949761533196,1
1.616353336761825,1.0056927289766746,1.3632612463413971,2.493342705332726,2.2215993869853357,0.36571514979135966,-0.21074944294432252,-0.08908025120670085,0.025671304456429393,0.599460947017701,0.40644405979421677,1
-0.22326388309974574,-0.3909258292904827,0.11335567015696223,0.9902186515434145,0.8162901703742065,-0.3084386070109646,-0.08843585359688892,-0.06558211243607616,0.0028549104384361225,-0.1939506422074075,-0.3112998460094425,1
0.17602125619692846,-0.5717591922353884,-0.3705566690321154,0.28265718306019033,0.14215746412059815,0.05266808452478022,-0.2618135174030845,-0.08295215609961809,-0.01738962238775133,0.6872549636921231,0.36589390659894333,1
-0.2773167542167781,-0.3574294770629415,0.2919234337024811,1.2118110497728034,1.0084946411849605,-0.34844911542339657,-0.25322390121288313,-0.07710351770058668,0.02260148607768714,-0.1393898533475798,-0.2861571687263488,1
-0.4187562892247458,-0.9416322136624771,-0.5319018147852486,0.0949083766448239,-0.0380064216100906,-0.15733092699033152,-0.3530788972313556,-0.14222594579936548,-0.025631340195349205,-0.26021352776061385,-0.35579283545422974,1
-0.25362782803395173,-0.6745013258976321,-0.18702464705522914,0.5710919571683768,0.416979362323676,-0.2439872818016826,-0.2890938447039544,-0.06356788806358897,-0.0029957238803894433,-0.0885657840242349,-0.29385815144451893,1
0.6664447353477226,0.9921495402397011,1.5173754520169833,2.689589567141642,2.3624435380575495,-0.11753250366965826,-0.4369603650288201,-0.06136658988367514,0.04948196331804336,-0.28706093200318966,-0.40905881933535854,0
-0.09255460708956892,0.3679647312803931,1.1482171560094498,2.312745721570259,2.052189139566923,-0.4266647971463346,-0.3408779791403825,-0.07720093674256463,0.08705626218675887,0.06618118311392879,-0.12563232336607186,1
-0.3050881105710958,-0.05065029750841572,0.6997434204076366,1.7469062821099546,1.5214867912804717,-0.39832156479243885,-0.3310677329732582,-0.06308866176493048,0.07472690693098276,-0.16250395616209992,-0.27479409009923966,1
-0.2913183553777975,-0.15314685644497505,-0.2874902014057227,-0.7200030505072931,-0.7264760681182092,0.15098422052079155,0.9704723303009625,0.8317040436101741,0.1964686730480516,0.0669989967480564,-0.015095047062245516,1
0.2385458850440842,1.319632572784451,0.5476174230524614,-0.21244637115263126,-0.3424930124003251,0.557068503133685,0.7058476218636219,0.7455938089012097,0.23637435760936204,2.397851724595083,1.9679786190882689,1
0.40321955933261466,0.4237351555822706,0.0357261080015843,-0.5863015858983571,-0.6184735154703986,0.6494378698931196,1.5564166005400881,0.8026028902014944,0.2218687677230471,0.4275212467998475,0.17736508557210073,1
-0.3703879938565304,-0.4575346621597815,-0.5134669222625201,-0.8420959056348575,-0.8567892680614463,0.06397288664166782,0.7638160285621709,0.7860432855574754,0.2634639488276648,0.22343001755171524,0.0787489428707222,0
1.4107284487747649,1.4030448819560555,0.8121132871348127,0.07458578563837452,-0.4222934429652805,0.8233937762363381,0.3712782214256257,0.6568248305877143,0.30601313050547463,1.0752176949220655,0.7993627039641382,1
-0.1966234294322497,0.21416891756944942,0.04195300076297447,-0.5128780996716827,-0.5596377089708764,0.23498201254656106,0.9868467415082408,0.8142113419968315,0.22228397948481599,1.1152327521633663,0.7441695161842932,1
0.9792091303731095,0.9834934792091722,0.4551901242476075,-0.34548080830160777,-0.42911194289179566,0.9585489877894889,1.3192585451136567,0.7409124637872667,0.3001632566446303,1.7470203688790837,1.3956153204981288,1
-0.2665641452631138,-0.20762563372282763,-0.41258225318549385,-0.802048119936815,-0.8104457601889001,0.1685488179584418,0.5831673085436127,0.80745389555498,0.21212945549856974,-0.4803312364739606,-0.44722979680481717,0
2.632575219413043,2.056108562795126,1.2615476044947804,0.2929224179446663,0.4281215065635764,1.3884314456722513,0.2625419168177575,0.6519266499314803,0.1823156426035869,2.671360594454587,2.4787696626399613,1
0.03681964695787146,1.0511886240902835,1.0215680263656544,0.5541841305085995,0.7471879058826222,-0.8434288245343365,-0.07070796543012121,1.0352899181328081,0.7581432262482335,0.9807539242505009,0.5020089127410907,1
0.4205081022838152,1.7901932713278343,1.6539136138578263,1.1279194674198185,1.2286333830124478,-0.8648178319534654,-0.04378030389991614,0.9577826633803141,0.7447192460766886,0.760651692194481,0.07935726781695594,1
0.7619758979809732,1.698293702713701,1.4948344561201028,0.9665875805390005,1.0936628000740045,-0.7395056190175451,-0.01367534946996416,0.9662384900534241,0.727828014674395,0.9304057716195289,0.3230515218241252,1
