Subject,Run,Task,Delta Power,Theta Power,Alpha Power,Beta Power,Gamma Power,Spectral Entropy,Mean Coherence
23,6,sleep,7.524591616486731e-10,1.8197590081478868e-10,4.132864531508898e-11,1.116168454388296e-09,5.582862225425496e-10,,0.0320390096195133
23,5,sleep,8.396447773797583e-10,2.051332995097631e-10,4.4877062081917016e-11,1.3924242681668787e-09,5.694600015634181e-10,,0.0325688478985586
23,2,sleep,7.484041549698106e-10,1.7054496553955795e-10,5.3077937225683096e-11,1.9334694809436515e-09,6.095700604568604e-10,4.03754180436873,0.0274961844528159
24,2,sleep,5.469311419201743e-10,1.5633174522223834e-10,3.5556189997411e-11,2.373175970586823e-10,7.117209625906268e-10,4.047368644100314,0.0337006711931314
24,4,sleep,6.092509042684634e-10,1.744509073030738e-10,4.628040857328703e-11,1.5255112150619188e-10,6.849784386886158e-10,4.049127626764182,0.0395330768561444
24,1,rest,5.730567927680483e-10,1.485104406243569e-10,2.911689303515233e-11,3.6756340904948687e-10,7.106791861140508e-10,4.047449086719197,0.0420117359862241
24,1,sleep,5.691114684768692e-10,1.735339080721389e-10,3.4914376818594366e-11,2.6595742988741354e-10,6.794032259016217e-10,4.048853261397259,0.0329444330617721
24,5,sleep,7.015665525223721e-10,2.1275978618378057e-10,5.2268419088544795e-11,1.419159541319295e-10,6.933590266002902e-10,4.050416012405418,0.058064221221812
24,3,sleep,5.305626345467011e-10,1.5341433838619196e-10,3.8537557694466025e-11,1.863449224425025e-10,6.867220666825345e-10,4.0479116404573325,0.0354997283928076
24,6,sleep,1.1407577082088622e-09,3.1804522466194047e-10,7.686511670908794e-11,1.4674046367175448e-10,6.901372214573236e-10,4.062173205286109,0.038161400049859
25,2,rest,9.176267270994763e-10,4.081757863158447e-10,5.702820196203343e-10,6.8882471986418195e-09,2.925957379997892e-09,4.011439287247779,0.0254176420966347
25,6,sleep,1.3208355565835501e-09,8.67780050171266e-10,1.349751502399141e-09,1.9475220288667764e-08,6.345840620317432e-09,3.997217411554004,0.0413060995927638
25,2,sleep,9.87869549515395e-10,5.607928541778165e-10,8.232651469985374e-10,1.0799045525132056e-08,4.044904378931954e-09,4.006727577087486,0.0243076196599885
25,1,sleep,9.128740604529792e-10,4.434054905053659e-10,5.998420637657837e-10,7.4495206901905e-09,2.9589843959647803e-09,4.012335141905069,0.0290952351417432
25,1,rest,7.869849072740725e-10,3.389427602487395e-10,4.5073443035333127e-10,5.161838008798238e-09,2.3113772560394048e-09,4.160629638279245,0.0291110009451923
25,4,sleep,1.1000000718803627e-09,7.089390540816136e-10,1.0780000538110432e-09,1.5044861918703888e-08,5.19192534102236e-09,4.001283792980253,0.0274687103285753
25,5,sleep,1.254146362817748e-09,7.918021191001358e-10,1.2215762797036927e-09,1.740793009605556e-08,5.803084930750449e-09,3.999263751940995,0.0259379326245098
25,3,sleep,1.0845976930721411e-09,6.388431068883682e-10,9.60496727843207e-10,1.2999644822042902e-08,4.6526186561613975e-09,4.004741482998784,0.0248274138202909
26,6,sleep,1.356451091029628e-09,6.346518667716355e-10,9.580089181207315e-10,1.710017840227973e-08,4.954371449181841e-09,4.0916549110365885,0.0520708310970381
26,3,sleep,1.1998415421084167e-09,4.977604248415614e-10,7.399956512766021e-10,1.7165908244204542e-08,6.709262142703186e-09,4.028651973984792,0.0570254976925009
26,4,sleep,1.351990906632312e-09,5.34484143576522e-10,8.058321922801834e-10,1.8198899612622688e-08,6.713135902395806e-09,4.045522745909682,0.0549950208007782
26,2,rest,7.997264973353728e-10,3.4187156343617883e-10,4.79510079058871e-10,1.1139043125211e-08,5.206472782281957e-09,4.015146160147696,0.0693821932059593
26,5,sleep,9.60038007277912e-10,5.279465912067512e-10,8.78576526366226e-10,1.7519390675794118e-08,5.1294073263699215e-09,4.059665193788983,0.05365891565135
26,2,sleep,7.295942227981179e-10,3.652419451336525e-10,6.075452614150243e-10,1.4507356061866616e-08,6.2977756021846055e-09,4.008894868098479,0.059814503376338
26,1,rest,1.044442178608605e-09,3.007850999703392e-10,3.2058906997360417e-10,6.398503412487818e-09,3.1835862283888558e-09,4.162864230064633,0.0648589334097323
26,1,sleep,8.028383524203896e-10,3.425272397904994e-10,4.908248033018866e-10,1.1448098529936218e-08,5.209744243037253e-09,4.014597239401997,0.0717512895424867
27,5,sleep,1.4001576172207656e-09,2.8499535759601344e-10,1.3262902341089618e-10,1.7827072752722722e-10,8.288432280299196e-10,4.062277430784598,0.0303876411168321
27,3,sleep,7.285536721859092e-10,2.039491823082427e-10,9.418201508684539e-11,1.4703653324048782e-10,8.409668145851137e-10,4.051469588171867,0.0345016898472136
27,2,sleep,7.618212130326955e-10,2.0107591728931036e-10,8.3018877885741e-11,2.0619870760812983e-10,8.67904511836165e-10,4.049672605083603,0.029872672387678
27,1,sleep,8.542736915392422e-10,2.3024376575943475e-10,8.439182632508043e-11,5.141928289055206e-10,9.183611361900115e-10,4.049988096030821,0.02615439453564
27,1,rest,8.260070006435518e-10,1.9102334693968504e-10,7.492138932255588e-11,1.359145442805394e-09,1.175233835636729e-09,4.051687050750491,0.0271189264085184
27,4,sleep,8.33075825744406e-10,2.1030713693787627e-10,8.987145815160154e-11,4.1008883719451105e-10,9.290120177012907e-10,4.051671191076744,0.0435707638822552
27,2,rest,8.627637713755808e-10,1.9675115594431918e-10,7.437076980880532e-11,6.794821265265995e-10,9.66239702666113e-10,4.05067612231284,0.0256760856555774
27,6,sleep,1.2216816476691688e-09,2.7395209622123617e-10,1.3887458086553795e-10,2.5133958939909326e-10,7.97541736084599e-10,4.0566241919916735,0.0242719848409342
27,7,sleep,2.784217887339482e-09,4.4965223718053807e-10,2.427090593687474e-10,7.299106301580513e-10,9.319846231005712e-10,4.077485343239605,0.0319294238523852
