Subject,Run,Task,BOLD Mean,BOLD Variance,ALFF Mean,ALFF Variance
23,6,sleep,147.4930280969031,58204.10732618426,2.122170426136885,24.571572829058805
23,1,rest,157.28534137737262,67503.26114164336,2.217724861871112,27.271476114399924
23,5,sleep,148.18861448967698,58799.7675062635,2.2634744081958544,29.940897386938843
23,7,sleep,147.95600096778222,58768.99629519788,1.952448994615534,20.19722200766584
23,8,sleep,147.26290715534466,58184.21417276379,2.333344778455804,32.0106675722373
23,2,sleep,147.63555249958375,59627.04101854344,1.7481780152005475,13.954622284969776
23,1,sleep,145.48960157550783,58076.18316761776,3.11416210667886,69.72049461103187
24,1,sleep,143.25350369422245,50914.23335776556,1.9349382457991524,19.81138285254472
24,3,sleep,143.59570866633368,50917.03159118305,1.815591873164528,15.96065224610848
24,6,sleep,143.8087330482018,50315.88032476402,4.009341784410439,112.27997507491432
24,4,sleep,143.68866787379287,50734.64436185113,2.4069082165374263,34.58499149623758
24,2,sleep,143.5741846278721,50903.27460301397,1.7968107411308742,14.824697988105228
24,1,rest,143.77801482892107,51158.011265603214,1.838561417986291,17.39200671717382
24,2,rest,143.25466748876124,51000.15533640317,1.9422219425717084,17.199912098807282
24,5,sleep,144.10691358641358,50627.72926610094,2.4273310843282268,29.081856514269123
25,1,sleep,142.32340994422245,61842.35271332554,1.6810069298716737,12.474573505509202
25,5,sleep,142.40940572968697,61745.265049483685,1.7701959022480809,14.64913068899002
25,1,rest,141.58866382055444,61794.13052215589,1.8885365261055616,29.901168110951165
25,2,rest,141.84050338723776,61445.729764298885,1.8379500852081312,23.958409113957178
25,4,sleep,142.4689572927073,61826.61857139845,1.7427560117872938,15.039488392838928
25,3,sleep,142.60903024059274,61976.25869338857,1.7598474431858522,15.148180276507842
25,2,sleep,142.79936633158508,62174.66508428264,1.7924960165168708,15.72907373221705
25,6,sleep,141.5834708520646,61026.3569290536,2.169141101333309,23.4107841436501
26,6,sleep,127.147334758991,64492.38623291342,2.76270717098856,57.95561855168542
26,3,sleep,128.34895690767567,64463.42008795715,2.336293059785745,39.650702460379634
26,4,sleep,128.05365401265402,64576.97996723411,1.981155323531768,29.26759075209428
26,5,sleep,127.14917019438894,64843.30305549782,1.81896613720868,20.93016502406048
26,1,sleep,128.6835645188145,64783.03717725661,1.414091433875109,7.605298991507754
26,1,rest,127.9960839473027,64660.159490377606,1.471521782463021,8.928929992055547
26,2,sleep,128.55076963661338,64602.70692743917,1.539072178185596,11.151921426366442
26,2,rest,128.63897318306692,64947.47280967487,1.5773827137400158,10.623266493152702
27,7,sleep,170.8504460435398,78900.46668367804,6.9293378073619945,414.6973145688008
27,2,rest,171.34775087412586,78585.56245132268,3.6264676614569535,103.28020918499298
27,3,sleep,171.84864120254744,79263.89990631324,1.9695363259350307,22.89464586687282
27,6,sleep,170.78538937104562,78545.71560077551,4.824972409140333,238.9134070356619
27,1,sleep,171.45664462620712,78345.88707067374,3.207120445535607,88.46717474028041
27,5,sleep,170.66662703962703,77981.31517981835,6.198513065783645,260.91385221595084
27,1,rest,170.46891382055443,77869.30952965353,3.535998828394929,107.74623891090936
27,2,sleep,172.15504178113554,79229.57754576455,4.137525012273402,178.1657283730637
27,4,sleep,171.40458466533465,78621.77007806508,5.224713108257761,214.90354978088257
